text,sentiment
Sistem refund tiket tidak menyelesaikan masalah sama sekali (hapus terosss komen b1 nya),Negatif
Aplikasi tidak recommended untuk pesan tikwt bioskop,Negatif
#MendingMtix,Negatif
bodoh,Negatif
"App PHP, ngerugiin waktu user banget. Kalau server belum stabil & siap, lebih baik jangan asal pasang advanced ticket sale dulu 👎",Negatif
Tidak profesional,Negatif
"H-1 di refund, dan uangnya ga masuk juga, bikin kesel aja",Negatif
korban refund,Negatif
Senang banget ada promo buy1 get1 nyaa,Positif
"Uninstall aja, penjelasannya gak detail cuma masalah sistem doang, asal refund, tiap balesan itupun cuma hasil copy paste wkwkwk, cuma dapet maaf, maafnya cuma copy paste lagi wkwwk",Negatif
"beli tiket pre sale 4hari lalu terus tiba-tiba direfund h-1 penayangan filmnya. sampe skrg appnya error, penggunanya tuh perlu tiketnya balik gak perlu permintaan maaf dimana-mana",Negatif
parah tiket di refund semua,Negatif
"Good app, but wouldn't risk myself getting refunded in the future 🙂. Will move to the other app after watching spiderman tomorrow",Negatif
Aplikasi gaprofesional,Negatif
Aplikasinya parah sekali. Saya sudah begadang demi dapat tiket pertama malah di refund begitu saja dan tiketnya sudah terisi oleh orang lain. Harap untuk memperbaiki sistemnya lagi sebelum melakukan advance sales tiket.,Negatif
"Refund tiket secara sepihak adalah kesalahan yang fatal, mau ngomong kotor tapi takut dosa",Negatif
"Sampah, musnah aja dari playstore. Mending gausah buat aplikasi",Negatif
You know lah,Negatif
"Server ga siap, mnding gausah buka",Negatif
asal refund H-1,Negatif
Daripada sakit hati segera uninstal,Negatif
Dihapus komentarnya,Negatif
Aplikasi paling gak siap untuk presale film besar,Negatif
"Kok review saya yg awal hilang ya? Dihapus ya? Tolong deh klo belum siap sistemnya buat presale spidermn tlong jangan buka presale dulu, udah ready malem2 malah di refund sepihak.",Negatif
Huh kecewa. Padahal make ini aplikasi dari pertama. Sekarang banyak ngecewain. Sorry im uninstall,Negatif
"Refund di H-1 penayangan, goblog",Negatif
"After the Spiderman No Way Home Advance Ticket fiasco I am never going to use this app ever again. Purchases that were made during the 1st night tickets were available(5 days before the premiere) were automatically refunded due to a system error that occurred during that time. The issue is the tickets were not refunded immediately, but instead 1 day before the premiere. Any purchases that were made after 4AM the first night were unaffected. Really screwed over the fans who stayed up for tickets.",Negatif
"UPDATE: Masih sedikit kecewa walaupun tiket sudah didapat kembali, namun berbeda karena harus berburu lagi. Padahal melalui DM IG, pihak TIX bilang kalau tiket sebelumnya akan bisa dipesan kembali. Jujur secara UI dan UX, app ini jempolan sih. Smooth, clean, dan pembayaran bisa melalui app lain seperti DANA. Tapi setelah kejadian ini spertinya saya akan pindah aja ke platform lain. Semoga ini yg terakhir yak, krn dgr² pnh kejadian jg dulu waktu FFH (yap, Spiderman juga). Sukses terus TIX.ID!",Positif
Refund refund ndasmu,Negatif
so disappointed to this app,Negatif
"Lost my Pre Sale Spiderman No Way Home one day before the movie. Got refund out of nowhere, WTH",Negatif
"Terima kasih sudah mendengarkan kami, untuk TIX ID penyelesaian masalahnya bagus bgt, terima kasih banyak. Tingkatkan performanya",Positif
"Sangat kecewa, padahal saya sudah percaya dengan aplikasi ini tapi kali ini ga bisa dimaafin. Tiket dibatalin h-1 dimana film yang sangat ditunggu² eh di refund. Padahal saya sudah bela belain begadang buat booking tapi malah direfund. Yang lucunya lagi setelah tix id sudah beroperasi kembali tempat duduk alias seat yang saya pesan masih kosong belum ada yang isi, lah kenapa tiket saya direfund kalo gitu?, Kan belum ada yang booking ditempat yang saya pesan itu..",Negatif
"Apps sampah, ga professional banget, trus minta maafnya rada ga niat lg aowkwok spam b1 lah",Negatif
masa di refund sepihak,Negatif
REFUND GA JELAS,Negatif
Sangat sangat tidak profesional,Negatif
"Bangun pagi dikecewakan dengan sms refund tanpa alasan setelah 5 hari pembelian tiket di aplikasi anda. Bisa-bisanya dilakukan tanpa penjelasan, kompensasi atau sekedar permintaan maaf. Tiket yang sudah saya beli ditarik, dan siangnya baru ada notif bisa dibeli lagi, ketika dicek, kursi sudah terjual habis. Saya kehilangan momen premier film favorit saya. Apa tanggung jawab dari perusahaan anda? Bisakah ditunjukkan bahwa perusahaan anda profesional?",Negatif
Really? Refund di H-1🥴,Negatif
pesan dah 3 hari lalu masa di batalin sepihak,Negatif
uwu gak jadi nntn spiderman deh,Negatif
ga suka. uninstall saja! sudah dikecewakan dengan kejadian hari ini👎,Negatif
"Pembatalan sepihak... Sangat mengecewakan, apalagi pemberitahuan saat mendekati penayangan, sehingga sulit mencari tiket pengganti.",Negatif
dih kok di refund ya?,Negatif
Bosok,Negatif
Walau kecewa di refund tpi tix id bertindak dengan tepat karena dia mengambil resiko yang berat. Saya sendiri merasakan jika API yang di gunakan tidak sinkron dengan Database Thirds party yang digunakan. Jadi yang disinih yang salah bukan pihak TX id karena TX Id hanya sebagai layanan untuk menghubungkan dengan bioskop.,Positif
seenaknya main cancel tiket no way home. langsung tbtb ngerefund lg. gw yakin si pasti ada masalah internal sm pihak bioskop,Negatif
easy to use app,Positif
tidak professional.,Negatif
Tix id tidak mengetahui sepenting apa film SM: NWH bagi sejumlah orang. Refund di H-1 serta hanya diklarifikasi dengan permintaan maaf benar-benar keterlaluan. Setidaknya pikirkan perasaan user kalian.,Negatif
"Selama pake tix id ga pernah sekecewa ini, udah mana presalenya malem kaya diskon olshop eh malah direfund h-1 kan ngaco, udah gitu refundnya seakan akan user yang minta, cih",Negatif
KACAUUUUU,Negatif
automatic cancellation without further explanation. bad.,Negatif
Sampah bener bener memalukan refund H-1 ga ngerti lagi. Dikasih hanya refund dan permintaan maaf doang ga ada niatnya sampah,Negatif
Asu main refund h~1,Negatif
"Goodbye TixID, i will never use your services for good.",Negatif
Refund h-1? Percuma Refund seatnya uda ilang 👎,Negatif
This apps refund my ticket without confirmation and options. Worst apps.,Negatif
"Gara gara lu, tiket imax Gua ilang fantek",Negatif
"Bad apps, Refunding tiket without any consent, dont use it !!!!!!!!!",Negatif
tiket presale direfund sepihak H-1 jadwal nonton,Negatif
"Kalo ada presale usahakan beli selain di bioskop xxi, karena tix id gakuat buat ini",Negatif
You give notification about our NWH ticket that can be ordered again. But cinemas already full,Negatif
"Kang refund sepihak ga tanggung jawab, ga peduli usaha orang buat dapetin best seats! No respect!!! 👎👎👎 CUPU HAPUS KOMEN! 👎👎👎 /komenkeempat",Negatif
"Terimakasih karena tiket no way home saya kecewa berat, sudah begadang,nyiapin jadwal dan seat yang pas eh di refund sepihak karena kesalahan sistem. TIX ID sudah hilang kredibilitasya,karena nila setitik rusak susu sebelanga.",Negatif
Aplikasi sialan,Negatif
"untuk aplikasi sebesar tix id, agaknya kejadian ini cukup mengecewakan. sudah susah payah berjuang agar dapat tiket film yang dinanti2kan malah di refund gitu aja. semoga kedepannya tix.id dapat lebih teliti dan profesional dalam hal seperti ini.",Negatif
"Spiderman No Way Home, no need explanation futher. Everyone knows",Negatif
REFUND TIKET SPIDERMAN SEPIHAK. BODOH,Negatif
Sudah TAMAT riwayatmu!,Negatif
"wow, unreliable!",Negatif
red flag 🚩🚩🚩🚩🚩,Negatif
Tidak professional sama sekali. Coba beralih jadi calo perpanjang stnk aja,Negatif
"NWH ATS, what a joke.",Negatif
Sucks,Negatif
Tolong perbaiki bug mu ilang tiket nya,Positif
Refund is fine. But please be more wise. Thanks,Negatif
Refund dan minta maaf bukan solusi.,Negatif
Gw bntu aja,Negatif
Refunded without notice.,Negatif
Aplikasi pembelian tiket terbaik di irlandia 👍👍👍 +1,Negatif
Refund bintang ya min,Negatif
Spidey NWH,Negatif
Tiket tiba2 direfund di h-1. Gilak apa?!! Udh bela2in begadang buat rebutan tiket malah dibatalkan secara sepihak. Never use this app anymore. Bye Tix Id,Negatif
"kecewa pembatalan tiket presale spiderman sepihak. pdhl beli jauh2 hari tengah malem, pas H-1 malah di refund",Negatif
One sided cancellation with -10% refund? Sorry I had to uninstall this apps.,Negatif
Tidak berbobot refund h-1,Negatif
"Wow, review saya dihapus wkwkkwkwkwk Masih sakit hati loh H-1 Tiket Spiderman di refund sepihak. Ati2 aja yang pake apps ini Apps nya belom stabil dan banyak crash Buktinya tiket gw dibalikin sepihak",Negatif
Gak bisa diandalkan,Negatif
Jelek banget. Setelah sekian lama pake ni aplikasi. Baru kali ini kesel banget. Bisa bisanya uang direfund tanpa notice apapun. Padahal rela war tengah malem buat cari tiket Spiderman NWH. Auto uninstall. Bye!,Negatif
"TIKET NO WAY HOME DI REFUND H-1!!! CUMA MODAL MINTA MAAF, GA ADA SOLUSI. SKIP PAKE APK INI",Negatif
you just ruined my day because you cancel my ticket for spiderman no way home nice dude,Negatif
Bruh moment,Negatif
my spiderman ticket gone cause ur broke system,Negatif
"Aplikasi tolol main refund H-1. Lu ngerugiin waktu dan plan yang udah gw rancang dari jauh-jauh hari. Uninstall this trash. Enjoy 1 star, if I could I wanted to give you 0 star. Review gw lu apus, bakal gw kirim ulang.",Negatif
Lawak,Negatif
Nih gantian aku refund,Negatif
"Canceling a seat reservation on D-1, indicates that your system is bad and this unacceptable. what a shame.",Negatif
Payah refund tiba2 taikkk,Negatif
H-1jam direfund dong,Negatif
"ikut presale tapi di refund secara sepihak di h-1. mantap tix id, jago👍🏻👍🏻",Negatif
Don't need your refund money.. I just want my Spiderman ticket.. your broken system as bad as s**t!,Negatif
MAKANYA RATING JANGAN DI APUS,Negatif
Serius commentnya dihapus? Anti Kritik amat ni aplikasi wkwkwkwk,Negatif
Gak jelas,Negatif
Balikin tiket presale gua,Negatif
"kecewa tiket spiderman di refund sepihak maaf, udh sakit hati bgt pdhl udh begadang nungguin tiket eh di cancel H-1 penayangan",Negatif
refund sepihak di h-1 jadwal tiket. bodoh,Negatif
"ga profesional sama sekali, kalo emang ga siap mending gausah dilakuin dari awal",Negatif
"Beli tiket, tiba tiba direfund. Ga ada notifikasi atau apa.",Negatif
TIKET GW DI REFUND GAJELAS,Negatif
Jiah kena refund. Uninstall,Negatif
payah,Negatif
"Ga Profesional, tiket dibatalkan sepihak, gada kompensasi",Negatif
Refund refund kepala kau. Sampah.,Negatif
Perbaiki kualitas sistemnya,Negatif
Force refund without a news,Negatif
"Refund tiket yg udah war tiket ? Rela gak tidur, rela nungguin. Jahat sekali refund sepihak. Wkwkwk kapok deh. Untung bs beli lg d shopee dan mtix. Bye tixid. Gak mau lg pk aplikasi ini !",Negatif
"kebijakan nya ngga bisa ngerefund atau ngebatalin tiket yang udah di beli, eh di refund sendiri h-1 premier, bruhhhh",Negatif
sorry tix u screwed up,Negatif
shame on you!!!!,Negatif
"Udah beli dari awal dibuka supaya dapet seat enak pas premiere, eh direfund gitu aja pas h-1, keren banget lu",Negatif
Tiket di refund sepihak 👎,Negatif
"Thanks, from this now i am quit use this app...refund the ticket when H+1 movie will be held. We just need guarantee the seat at least.",Negatif
"Sangat kecewa karna sudah beli tiket presale spiderman NWH tengah malam hari jumat, tetapi di refund H-1 penayangan, ga ada kompensasi telah kehilangan hot seat dan premiere, uninstall dari sekarang selamat tinggal",Negatif
Semoga bisa bangkit & semakin lebih baik lagi.,Positif
Imagine waiting for hours for tickets just to get it refund 1 day before the show,Negatif
"Refund tanpa kompensasi, aplikasi gak guna",Negatif
IDIOT APP,Negatif
"What a trash app, don't buy tickets fron here. will be refunded D-1.",Negatif
"Capek2 nunggu presale, ee tiket di refund pas H-1 Mamam bintang 1",Negatif
REFUND IS NOT THE SOLUTION U ABSOLUTE CLOWN. ROT IN HELL.,Negatif
error saat uda lebih dari 2x24 jam pembelian kih fatal banget.,Negatif
Main refund-refund aja! Kalo ga sanggup handle traffic ya jgn buka pre sale dulu odong!,Negatif
"My experience is the worst since the last incident, you just refund and say sorry ?",Negatif
"Kecewa berat!! Udah bertahun-tahun percaya sama apps ini, skrng bikin kecewa!! :(((((((((((",Negatif
"Kesel sih, sama sistem tix id h-1 malah ada refund",Negatif
Preorder tiket direfund zz,Negatif
Wkwkwkwk cacad banget. Review2 bintang 1nya banyak yg diapus. Sistem ancur.,Negatif
"payah, udah susah payah dapetin tiket buat hari pertama. malah di batalkan sepihak.",Negatif
Refund tiket sepihak padahal di policy mereka bilang gk bakal begitu. Shame on u,Negatif
"Tiba tiba refund dan gada kompensasi, bangkunya balikinn!!!!!",Negatif
"Mengecewakan, sering refund sendiri tiketnya",Negatif
refund sepihak,Negatif
Refund secara sepihak oleh tix id. Sudah berusaha beli tiket secepat mungkin dan di refund sehari sebelum film tayang tanpa ada kejelasan. Semoga saham kalian aman wahai TIX ID. Gak akan pernah lagi beli tiket premiere disini.,Negatif
Refund h-1 ya keren sekali,Negatif
No Way Home,Negatif
"Perbaiki server & service terlebih dahulu sebelum merefund ATS Spiderman. Banyak orang yang bela2in tunggu jam 00.00, ambil cuti, dan direfund sepihak. Shame on you tix id.",Negatif
Worst e-ticket service ever,Negatif
tiket ats direfund tiba tiba kasian sekali orang itu,Negatif
Refund without confirmation. Move to another app.,Negatif
sistem ancur,Negatif
Ga bisa d bikin 0 sih bintangnya.... Tiba2 beli tiket d refund sepihak itu rasanya.... Kyk d tinggal nikah sama pacar.... 😭,Negatif
Batal tiba tiba tiket aku woi,Negatif
Ihhhh dihapus lohhh.. Kok kurang ajar gitu mainnya?,Negatif
Baru kali ini ngerasain pembatalan otomatis tanpa persetujuan dua pihak.,Negatif
Install sorry kecewa,Negatif
"very disappointed, unprofessional!!!",Negatif
Sampah.,Negatif
Bisa bisanya ngecancel tiket tengah malem tanpa pemberitahuan dan kompensasi. Ampas.,Negatif
"Bought tickets for no way home at december 10th, and all of the sudden it got refunded automatically without my permission just before the release day ! Shame on you",Negatif
ampas,Negatif
NOT GOOD APP ADVANCED TICKET SALES TIBA2 DI REFUND !! GW UNINSTALL INI APP. BYE,Negatif
"BIG NOOO! BIKIN TRAUMA BELI TIKET DI SINI, UDAH BEGADANG JADI SIA SIA. KALAU BELUM SIAP PRE SALE JANGAN NGADI NGADI PLEASE!",Negatif
why i can't book ticket for spider-man nwh ? no schedule at film profile,Negatif
Bad.,Negatif
Refund sepihak terus ga ada kompensasi gitu???,Negatif
Kasih 1 bintang. Kesalahan sistem yang sangat fatal. Bye. Uninstall.,Negatif
Refund Dana Tanpa konfirmasi dan server error,Negatif
Harusnya ganti nama jadi TAIX ID,Negatif
Makasih pengalaman buruknya,Negatif
Pembatalan semena mena? Refund doang? Eat this.,Negatif
refund,Negatif
"Refund H-1 Advance ticket Sales for Spiderman, what a shame!",Negatif
Nge refund se enak jidatt,Negatif
aplikasi ampas,Negatif
"Gk kena refund sih, cuman ikutan rating 1 aja biar seru",Negatif
"Aplikasi zalim, mungkin keturunan fir'aun. Banyak orang bela-belain nunggu presale tengah malam, eh direfund h-1 dan gak ada kompensasi apa-apa. Manusia dari tanah berakhir jadi abu,",Negatif
"Tiket direfund H-1 tanpa kompensasi apa-apa. Cuma minta maaf. Ya aku sih maafin. Tapi ya harus diakuin kalo damage controlnya ini payah banget. Kepercayaan pelanggan udah ga ada harganya. Minimal kasih 'free ticket untuk film apa aja' kek, atau poin tix ID yang bisa ditukerin kek. Ini seakan-akan TIX ID seperti ngerasa kalau nggak ngelakuin kesalahan apa-apa. Jadi maaf, terpaksa aku beralih ke aplikasi lain yang nggak akan ngecewain pelanggan.",Negatif
